node_id,name,namespace,external_url
Biological Process::GO:0038034,signal transduction in absence of ligand,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038034
Biological Process::GO:0038043,interleukin-5-mediated signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038043
Biological Process::GO:0038060,nitric oxide-cGMP-mediated signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038060
Biological Process::GO:0038061,NIK/NF-kappaB signaling,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038061
Biological Process::GO:0038063,collagen-activated tyrosine kinase receptor signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038063
Biological Process::GO:0038065,collagen-activated signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038065
Biological Process::GO:0038066,p38MAPK cascade,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038066
Biological Process::GO:0038083,peptidyl-tyrosine autophosphorylation,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038083
Biological Process::GO:0038084,vascular endothelial growth factor signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038084
Biological Process::GO:0038086,VEGF-activated platelet-derived growth factor receptor signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038086
Biological Process::GO:0038089,positive regulation of cell migration by vascular endothelial growth factor signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038089
Biological Process::GO:0038091,positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038091
Biological Process::GO:0038092,nodal signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038092
Biological Process::GO:0038093,Fc receptor signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038093
Biological Process::GO:0038094,Fc-gamma receptor signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038094
Biological Process::GO:0038095,Fc-epsilon receptor signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038095
Biological Process::GO:0038096,Fc-gamma receptor signaling pathway involved in phagocytosis,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038096
Biological Process::GO:0038098,sequestering of BMP from receptor via BMP binding,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038098
Biological Process::GO:0038107,nodal signaling pathway involved in determination of left/right asymmetry,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038107
Biological Process::GO:0038108,negative regulation of appetite by leptin-mediated signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038108
Biological Process::GO:0038109,Kit signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038109
Biological Process::GO:0038110,interleukin-2-mediated signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038110
Biological Process::GO:0038111,interleukin-7-mediated signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038111
Biological Process::GO:0038112,interleukin-8-mediated signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038112
Biological Process::GO:0038123,toll-like receptor TLR1:TLR2 signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038123
Biological Process::GO:0038124,toll-like receptor TLR6:TLR2 signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038124
Biological Process::GO:0038127,ERBB signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038127
Biological Process::GO:0038128,ERBB2 signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038128
Biological Process::GO:0038145,macrophage colony-stimulating factor signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038145
Biological Process::GO:0038155,interleukin-23-mediated signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038155
Biological Process::GO:0038156,interleukin-3-mediated signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038156
Biological Process::GO:0038158,granulocyte colony-stimulating factor signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038158
Biological Process::GO:0038161,prolactin signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038161
Biological Process::GO:0038162,erythropoietin-mediated signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038162
Biological Process::GO:0038163,thrombopoietin-mediated signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038163
Biological Process::GO:0038165,oncostatin-M-mediated signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038165
Biological Process::GO:0038166,angiotensin-activated signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038166
Biological Process::GO:0038169,somatostatin receptor signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038169
Biological Process::GO:0038170,somatostatin signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038170
Biological Process::GO:0038171,cannabinoid signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038171
Biological Process::GO:0038179,neurotrophin signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038179
Biological Process::GO:0038180,nerve growth factor signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038180
Biological Process::GO:0038183,bile acid signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038183
Biological Process::GO:0038188,cholecystokinin signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038188
Biological Process::GO:0038189,neuropilin signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038189
Biological Process::GO:0038190,VEGF-activated neuropilin signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038190
Biological Process::GO:0038194,thyroid-stimulating hormone signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038194
Biological Process::GO:0038203,TORC2 signaling,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0038203
Biological Process::GO:0039003,pronephric field specification,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0039003
Biological Process::GO:0039017,pattern specification involved in pronephros development,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0039017
Biological Process::GO:0039019,pronephric nephron development,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0039019
Biological Process::GO:0039020,pronephric nephron tubule development,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0039020
Biological Process::GO:0039519,modulation by virus of host autophagy,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0039519
Biological Process::GO:0039526,modulation by virus of host apoptotic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0039526
Biological Process::GO:0039528,cytoplasmic pattern recognition receptor signaling pathway in response to virus,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0039528
Biological Process::GO:0039529,RIG-I signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0039529
Biological Process::GO:0039530,MDA-5 signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0039530
Biological Process::GO:0039531,regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0039531
Biological Process::GO:0039532,negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0039532
Biological Process::GO:0039533,regulation of MDA-5 signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0039533
Biological Process::GO:0039534,negative regulation of MDA-5 signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0039534
Biological Process::GO:0039535,regulation of RIG-I signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0039535
Biological Process::GO:0039536,negative regulation of RIG-I signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0039536
Biological Process::GO:0039656,modulation by virus of host gene expression,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0039656
Biological Process::GO:0039663,membrane fusion involved in viral entry into host cell,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0039663
Biological Process::GO:0039689,negative stranded viral RNA replication,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0039689
Biological Process::GO:0039692,single stranded viral RNA replication via double stranded DNA intermediate,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0039692
Biological Process::GO:0039694,viral RNA genome replication,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0039694
Biological Process::GO:0039702,viral budding via host ESCRT complex,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0039702
Biological Process::GO:0039703,RNA replication,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0039703
Biological Process::GO:0040001,establishment of mitotic spindle localization,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0040001
Biological Process::GO:0040007,growth,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0040007
Biological Process::GO:0040008,regulation of growth,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0040008
Biological Process::GO:0040009,regulation of growth rate,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0040009
Biological Process::GO:0040012,regulation of locomotion,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0040012
Biological Process::GO:0040013,negative regulation of locomotion,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0040013
Biological Process::GO:0040014,regulation of multicellular organism growth,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0040014
Biological Process::GO:0040015,negative regulation of multicellular organism growth,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0040015
Biological Process::GO:0040016,embryonic cleavage,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0040016
Biological Process::GO:0040017,positive regulation of locomotion,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0040017
Biological Process::GO:0040018,positive regulation of multicellular organism growth,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0040018
Biological Process::GO:0040019,positive regulation of embryonic development,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0040019
Biological Process::GO:0040020,regulation of meiotic nuclear division,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0040020
Biological Process::GO:0040023,establishment of nucleus localization,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0040023
Biological Process::GO:0040029,"regulation of gene expression, epigenetic",GO,https://www.ebi.ac.uk/QuickGO/term/GO:0040029
Biological Process::GO:0040031,snRNA modification,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0040031
Biological Process::GO:0040033,"negative regulation of translation, ncRNA-mediated",GO,https://www.ebi.ac.uk/QuickGO/term/GO:0040033
Biological Process::GO:0040034,"regulation of development, heterochronic",GO,https://www.ebi.ac.uk/QuickGO/term/GO:0040034
Biological Process::GO:0040036,regulation of fibroblast growth factor receptor signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0040036
Biological Process::GO:0040037,negative regulation of fibroblast growth factor receptor signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0040037
Biological Process::GO:0040038,polar body extrusion after meiotic divisions,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0040038
Biological Process::GO:0042026,protein refolding,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042026
Biological Process::GO:0042035,regulation of cytokine biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042035
Biological Process::GO:0042036,negative regulation of cytokine biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042036
Biological Process::GO:0042044,fluid transport,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042044
Biological Process::GO:0042045,epithelial fluid transport,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042045
Biological Process::GO:0042048,olfactory behavior,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042048
Biological Process::GO:0042053,regulation of dopamine metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042053
Biological Process::GO:0042058,regulation of epidermal growth factor receptor signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042058
Biological Process::GO:0042059,negative regulation of epidermal growth factor receptor signaling pathway,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042059
Biological Process::GO:0042060,wound healing,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042060
Biological Process::GO:0042063,gliogenesis,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042063
Biological Process::GO:0042069,regulation of catecholamine metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042069
Biological Process::GO:0042073,intraciliary transport,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042073
Biological Process::GO:0042074,cell migration involved in gastrulation,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042074
Biological Process::GO:0042078,germ-line stem cell division,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042078
Biological Process::GO:0042088,T-helper 1 type immune response,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042088
Biological Process::GO:0042089,cytokine biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042089
Biological Process::GO:0042092,type 2 immune response,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042092
Biological Process::GO:0042093,T-helper cell differentiation,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042093
Biological Process::GO:0042094,interleukin-2 biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042094
Biological Process::GO:0042095,interferon-gamma biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042095
Biological Process::GO:0042098,T cell proliferation,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042098
Biological Process::GO:0042100,B cell proliferation,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042100
Biological Process::GO:0042102,positive regulation of T cell proliferation,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042102
Biological Process::GO:0042104,positive regulation of activated T cell proliferation,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042104
Biological Process::GO:0042107,cytokine metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042107
Biological Process::GO:0042108,positive regulation of cytokine biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042108
Biological Process::GO:0042109,lymphotoxin A biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042109
Biological Process::GO:0042110,T cell activation,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042110
Biological Process::GO:0042113,B cell activation,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042113
Biological Process::GO:0042116,macrophage activation,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042116
Biological Process::GO:0042117,monocyte activation,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042117
Biological Process::GO:0042118,endothelial cell activation,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042118
Biological Process::GO:0042119,neutrophil activation,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042119
Biological Process::GO:0042126,nitrate metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042126
Biological Process::GO:0042129,regulation of T cell proliferation,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042129
Biological Process::GO:0042130,negative regulation of T cell proliferation,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042130
Biological Process::GO:0042133,neurotransmitter metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042133
Biological Process::GO:0042135,neurotransmitter catabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042135
Biological Process::GO:0042136,neurotransmitter biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042136
Biological Process::GO:0042137,sequestering of neurotransmitter,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042137
Biological Process::GO:0042138,meiotic DNA double-strand break formation,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042138
Biological Process::GO:0042147,"retrograde transport, endosome to Golgi",GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042147
Biological Process::GO:0042148,strand invasion,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042148
Biological Process::GO:0042149,cellular response to glucose starvation,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042149
Biological Process::GO:0042157,lipoprotein metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042157
Biological Process::GO:0042158,lipoprotein biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042158
Biological Process::GO:0042159,lipoprotein catabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042159
Biological Process::GO:0042167,heme catabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042167
Biological Process::GO:0042168,heme metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042168
Biological Process::GO:0042176,regulation of protein catabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042176
Biological Process::GO:0042177,negative regulation of protein catabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042177
Biological Process::GO:0042178,xenobiotic catabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042178
Biological Process::GO:0042180,cellular ketone metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042180
Biological Process::GO:0042181,ketone biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042181
Biological Process::GO:0042182,ketone catabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042182
Biological Process::GO:0042196,chlorinated hydrocarbon metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042196
Biological Process::GO:0042197,halogenated hydrocarbon metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042197
Biological Process::GO:0042214,terpene metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042214
Biological Process::GO:0042219,cellular modified amino acid catabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042219
Biological Process::GO:0042220,response to cocaine,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042220
Biological Process::GO:0042226,interleukin-6 biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042226
Biological Process::GO:0042245,RNA repair,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042245
Biological Process::GO:0042246,tissue regeneration,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042246
Biological Process::GO:0042249,establishment of planar polarity of embryonic epithelium,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042249
Biological Process::GO:0042254,ribosome biogenesis,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042254
Biological Process::GO:0042255,ribosome assembly,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042255
Biological Process::GO:0042256,mature ribosome assembly,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042256
Biological Process::GO:0042262,DNA protection,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042262
Biological Process::GO:0042264,peptidyl-aspartic acid hydroxylation,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042264
Biological Process::GO:0042267,natural killer cell mediated cytotoxicity,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042267
Biological Process::GO:0042268,regulation of cytolysis,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042268
Biological Process::GO:0042269,regulation of natural killer cell mediated cytotoxicity,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042269
Biological Process::GO:0042270,protection from natural killer cell mediated cytotoxicity,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042270
Biological Process::GO:0042271,susceptibility to natural killer cell mediated cytotoxicity,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042271
Biological Process::GO:0042273,ribosomal large subunit biogenesis,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042273
Biological Process::GO:0042274,ribosomal small subunit biogenesis,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042274
Biological Process::GO:0042275,error-free postreplication DNA repair,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042275
Biological Process::GO:0042276,error-prone translesion synthesis,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042276
Biological Process::GO:0042278,purine nucleoside metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042278
Biological Process::GO:0042297,vocal learning,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042297
Biological Process::GO:0042303,molting cycle,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042303
Biological Process::GO:0042304,regulation of fatty acid biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042304
Biological Process::GO:0042306,regulation of protein import into nucleus,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042306
Biological Process::GO:0042307,positive regulation of protein import into nucleus,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042307
Biological Process::GO:0042308,negative regulation of protein import into nucleus,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042308
Biological Process::GO:0042309,homoiothermy,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042309
Biological Process::GO:0042310,vasoconstriction,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042310
Biological Process::GO:0042311,vasodilation,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042311
Biological Process::GO:0042312,regulation of vasodilation,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042312
Biological Process::GO:0042320,"regulation of circadian sleep/wake cycle, REM sleep",GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042320
Biological Process::GO:0042321,"negative regulation of circadian sleep/wake cycle, sleep",GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042321
Biological Process::GO:0042322,"negative regulation of circadian sleep/wake cycle, REM sleep",GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042322
Biological Process::GO:0042323,"negative regulation of circadian sleep/wake cycle, non-REM sleep",GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042323
Biological Process::GO:0042326,negative regulation of phosphorylation,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042326
Biological Process::GO:0042330,taxis,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042330
Biological Process::GO:0042335,cuticle development,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042335
Biological Process::GO:0042339,keratan sulfate metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042339
Biological Process::GO:0042340,keratan sulfate catabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042340
Biological Process::GO:0042345,regulation of NF-kappaB import into nucleus,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042345
Biological Process::GO:0042346,positive regulation of NF-kappaB import into nucleus,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042346
Biological Process::GO:0042347,negative regulation of NF-kappaB import into nucleus,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042347
Biological Process::GO:0042350,GDP-L-fucose biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042350
Biological Process::GO:0042351,'de novo' GDP-L-fucose biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042351
Biological Process::GO:0042354,L-fucose metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042354
Biological Process::GO:0042355,L-fucose catabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042355
Biological Process::GO:0042357,thiamine diphosphate metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042357
Biological Process::GO:0042359,vitamin D metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042359
Biological Process::GO:0042360,vitamin E metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042360
Biological Process::GO:0042361,menaquinone catabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042361
Biological Process::GO:0042362,fat-soluble vitamin biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042362
Biological Process::GO:0042363,fat-soluble vitamin catabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042363
Biological Process::GO:0042364,water-soluble vitamin biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042364
Biological Process::GO:0042368,vitamin D biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042368
Biological Process::GO:0042369,vitamin D catabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042369
Biological Process::GO:0042373,vitamin K metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042373
Biological Process::GO:0042374,phylloquinone metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042374
Biological Process::GO:0042376,phylloquinone catabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042376
Biological Process::GO:0042377,vitamin K catabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042377
Biological Process::GO:0042384,cilium assembly,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042384
Biological Process::GO:0042391,regulation of membrane potential,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042391
Biological Process::GO:0042398,cellular modified amino acid biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042398
Biological Process::GO:0042401,cellular biogenic amine biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042401
Biological Process::GO:0042402,cellular biogenic amine catabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042402
Biological Process::GO:0042403,thyroid hormone metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042403
Biological Process::GO:0042407,cristae formation,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042407
Biological Process::GO:0042412,taurine biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042412
Biological Process::GO:0042414,epinephrine metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042414
Biological Process::GO:0042415,norepinephrine metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042415
Biological Process::GO:0042416,dopamine biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042416
Biological Process::GO:0042417,dopamine metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042417
Biological Process::GO:0042418,epinephrine biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042418
Biological Process::GO:0042420,dopamine catabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042420
Biological Process::GO:0042421,norepinephrine biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042421
Biological Process::GO:0042423,catecholamine biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042423
Biological Process::GO:0042424,catecholamine catabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042424
Biological Process::GO:0042427,serotonin biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042427
Biological Process::GO:0042428,serotonin metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042428
Biological Process::GO:0042430,indole-containing compound metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042430
Biological Process::GO:0042435,indole-containing compound biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042435
Biological Process::GO:0042436,indole-containing compound catabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042436
Biological Process::GO:0042438,melanin biosynthetic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042438
Biological Process::GO:0042439,ethanolamine-containing compound metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042439
Biological Process::GO:0042440,pigment metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042440
Biological Process::GO:0042441,eye pigment metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042441
Biological Process::GO:0042445,hormone metabolic process,GO,https://www.ebi.ac.uk/QuickGO/term/GO:0042445
